stage_id,stage_order,date,commit_sha,commit_message,milestone_name,project_phase,model,model_family,satellite,orbit_type,dataset,training_samples,test_samples,forecast_horizon,input_features,physics_features,physics_mode,orbital_state_source,key_hyperparameters,w_x,w_y,w_z,w_clock,w_avg,p_x,p_y,p_z,p_clock,p_avg,h0_x,h0_y,h0_z,h0_clock,aggregate_residual_mean,aggregate_residual_std,qq_outliers,qq_max_discrepancy,mae,rmse,three_d_mae,three_d_rmse,clock_mae,clock_rmse,sisre,official_selection_priority,selection_status,selected_model,problem_addressed,change_introduced,result,performance_change,limitation,next_step,evidence_source,evidence_commit,confidence,notes
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,random_forest,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.863782,0.936010,0.852200,0.911188,0.890795,0.202525,0.627246,0.163967,0.444255,0.359498,0,0,0,0,0.157487,0.251265,0,NA,0.566274,NA,0.566274,NA,0.125166,NA,0.267198,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 5,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",random_forest achieved W_avg=0.890795 (Rank 5 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,gaussian_process,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.912367,0.885196,0.835206,0.925434,0.889551,0.452148,0.293776,0.118912,0.545334,0.352542,0,0,0,0,0.160601,0.207092,0,NA,0.309880,NA,0.309880,NA,0.370811,NA,0.401466,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 6,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",gaussian_process achieved W_avg=0.889551 (Rank 6 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,persistence,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.837506,0.929802,0.843510,0.938749,0.887392,0.124292,0.578575,0.139354,0.649136,0.372839,0,0,0,0,0.354457,0.230629,0,NA,0.856623,NA,0.856623,NA,0.277175,NA,0.604695,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 7,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",persistence achieved W_avg=0.887392 (Rank 7 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,transformer,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.789321,0.921522,0.872715,0.795475,0.844758,0.047008,0.516389,0.237245,0.053494,0.213534,1,0,0,0,0.292357,0.284710,0,NA,0.954958,NA,0.954958,NA,0.103075,NA,0.297003,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 8,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",transformer achieved W_avg=0.844758 (Rank 8 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,bilstm_gru,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.759745,0.901181,0.872006,0.788980,0.830478,0.024771,0.380957,0.234319,0.046670,0.171679,1,0,0,1,0.098584,0.272405,0,NA,0.605589,NA,0.605589,NA,0.085136,NA,0.286197,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 9,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",bilstm_gru achieved W_avg=0.830478 (Rank 9 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,random_forest,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.926340,0.974861,0.900624,0.666214,0.867010,0.167378,0.882440,0.058915,0.000033,0.277191,0,0,0,1,0.042005,0.170386,1,NA,0.326596,NA,0.326596,NA,0.026161,NA,0.173288,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",WINNER (Selected),random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",random_forest achieved W_avg=0.867010 (Rank 1 for MEO-2). WON for MEO-2.,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,nhits,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.891050,0.908588,0.858023,0.704841,0.840625,0.040227,0.081243,0.011362,0.000091,0.033231,1,0,1,1,0.116248,0.140484,2,NA,0.344169,NA,0.344169,NA,0.030335,NA,0.186395,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 2,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",nhits achieved W_avg=0.840625 (Rank 2 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,harmonic_ridge,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.826462,0.924116,0.839290,0.722722,0.828148,0.003683,0.152890,0.005767,0.000149,0.040622,1,0,1,1,0.043165,0.153836,2,NA,0.273857,NA,0.273857,NA,0.035722,NA,0.141294,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 3,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",harmonic_ridge achieved W_avg=0.828148 (Rank 3 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,geo_moe,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.829612,0.920179,0.834204,0.726705,0.827675,0.004107,0.130219,0.004820,0.000166,0.034828,1,0,1,1,0.035750,0.152999,2,NA,0.261101,NA,0.261101,NA,0.031008,NA,0.108867,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 4,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",geo_moe achieved W_avg=0.827675 (Rank 4 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,decoupled_clock,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.826462,0.924116,0.839290,0.710406,0.825068,0.003683,0.152890,0.005767,0.000106,0.040611,1,0,1,1,0.041435,0.153099,2,NA,0.273857,NA,0.273857,NA,0.030421,NA,0.139318,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 5,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",decoupled_clock achieved W_avg=0.825068 (Rank 5 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,bilstm_gru,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.843405,0.871996,0.825364,0.712166,0.813233,0.006677,0.019195,0.003546,0.000111,0.007382,1,1,1,1,0.056259,0.142203,3,NA,0.267298,NA,0.267298,NA,0.028437,NA,0.106694,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 6,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",bilstm_gru achieved W_avg=0.813233 (Rank 6 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,transformer,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.852179,0.859087,0.813374,0.711950,0.809147,0.009168,0.011819,0.002361,0.000110,0.005864,1,1,1,1,0.068924,0.140837,3,NA,0.287433,NA,0.287433,NA,0.030123,NA,0.103012,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 7,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",transformer achieved W_avg=0.809147 (Rank 7 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,persistence,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.855623,0.865902,0.803955,0.709022,0.808625,0.010400,0.015242,0.001728,0.000102,0.006868,1,1,1,1,0.086861,0.140336,3,NA,0.319330,NA,0.319330,NA,0.035432,NA,0.121605,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 8,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",persistence achieved W_avg=0.808625 (Rank 8 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,gaussian_process,Registered Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.787406,0.915574,0.751399,0.709152,0.790883,0.001014,0.107929,0.000338,0.000102,0.027346,1,0,1,1,0.039735,0.131456,2,NA,0.234461,NA,0.234461,NA,0.028835,NA,0.123018,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 9,random_forest,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",gaussian_process achieved W_avg=0.790883 (Rank 9 for MEO-2). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-12,12,2026-09-04 15:33:26,7307b6120c1ac6f2ff474f4c5fde94c15af2674d,Physics Addition,Physics Layer & Solar Geometry Integration,Physics-Aware Forecasting Architecture,,Physics-Enhanced Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,NA,NA,Day 8 out-of-sample,"Temporal harmonics, causal lag windows, SRP solar geometry features","sun_beta_angle, shadow_factor, solar_cos_angle, RIC frame projections",nominal,nominal_approximation,use_ric=True; enable_srp=True; state_provider=NominalStateProvider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priority 1 (Shapiro-Wilk W_avg with Physics Features),WINNER (Active Registry),,SRP solar angles and RIC calculations were previously discarded before reaching model input.,"Integrated SRP features directly into model feature pipelines, added ProvidedStateProvider, fixed E5 ablation.",Registered winner  evaluated in production audit; reproducible deterministic inference verified.,comparable; maintained official W_avg while integrating solar radiation physical priors,Required CSV datasets containing only error measurements without position/velocity state vectors.,Refactor pipeline to support independent single-satellite uploads without mandatory state vectors.,"reports/evaluation/registered_models_20260904/evaluation.json, EVALUATION_REPORT.md",7307b6120c1ac6f2ff474f4c5fde94c15af2674d,high,"Comprehensive evaluation report audit with 5,000 bootstrap confidence intervals."
STAGE-12,12,2026-09-04 15:33:26,7307b6120c1ac6f2ff474f4c5fde94c15af2674d,Physics Addition,Physics Layer & Solar Geometry Integration,Physics-Aware Forecasting Architecture,,Physics-Enhanced Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,NA,NA,Day 8 out-of-sample,"Temporal harmonics, causal lag windows, SRP solar geometry features","sun_beta_angle, shadow_factor, solar_cos_angle, RIC frame projections",nominal,nominal_approximation,use_ric=True; enable_srp=True; state_provider=NominalStateProvider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priority 1 (Shapiro-Wilk W_avg with Physics Features),WINNER (Active Registry),,SRP solar angles and RIC calculations were previously discarded before reaching model input.,"Integrated SRP features directly into model feature pipelines, added ProvidedStateProvider, fixed E5 ablation.",Registered winner  evaluated in production audit; reproducible deterministic inference verified.,comparable; maintained official W_avg while integrating solar radiation physical priors,Required CSV datasets containing only error measurements without position/velocity state vectors.,Refactor pipeline to support independent single-satellite uploads without mandatory state vectors.,"reports/evaluation/registered_models_20260904/evaluation.json, EVALUATION_REPORT.md",7307b6120c1ac6f2ff474f4c5fde94c15af2674d,high,"Comprehensive evaluation report audit with 5,000 bootstrap confidence intervals."
STAGE-12,12,2026-09-04 15:33:26,7307b6120c1ac6f2ff474f4c5fde94c15af2674d,Physics Addition,Physics Layer & Solar Geometry Integration,Physics-Aware Forecasting Architecture,,Physics-Enhanced Forecasting Stack,MEO-2,MEO,data/DATA_MEO2_Train.csv,NA,NA,Day 8 out-of-sample,"Temporal harmonics, causal lag windows, SRP solar geometry features","sun_beta_angle, shadow_factor, solar_cos_angle, RIC frame projections",nominal,nominal_approximation,use_ric=True; enable_srp=True; state_provider=NominalStateProvider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priority 1 (Shapiro-Wilk W_avg with Physics Features),WINNER (Active Registry),,SRP solar angles and RIC calculations were previously discarded before reaching model input.,"Integrated SRP features directly into model feature pipelines, added ProvidedStateProvider, fixed E5 ablation.",Registered winner  evaluated in production audit; reproducible deterministic inference verified.,comparable; maintained official W_avg while integrating solar radiation physical priors,Required CSV datasets containing only error measurements without position/velocity state vectors.,Refactor pipeline to support independent single-satellite uploads without mandatory state vectors.,"reports/evaluation/registered_models_20260904/evaluation.json, EVALUATION_REPORT.md",7307b6120c1ac6f2ff474f4c5fde94c15af2674d,high,"Comprehensive evaluation report audit with 5,000 bootstrap confidence intervals."
